index,variable,label_pt,included,eleg,V1,V2,V3,repeating_instrument,form_name_en,field_type,col_types,choices,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,branching_logic_(show_field_only_if...),required_field?,field_annotation,variable_column_(original),factor,level_pt,variable_original,label_original,form_name_pt,label_en
440,fat_afternoon_snack_g,Lipídeos lanche tarde (g),0,0,1,0,1,0,intake,calc,d,"round(([kcallip_tarde_v2]/9),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',PX,,,gramaslip_tarde_v2,Gramas lipideos lanche da tarde:,avaliao_da_ingesto_alimentar,Afternoon snack fat (g)
441,protein_afternoon_snack_g,Proteínas lanche tarde (g),0,0,1,0,1,0,intake,calc,d,"round(([kcalptn_tarde_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',PY,,,gramasptn_tarde_v2,Gramas proteinas lanche da tarde:,avaliao_da_ingesto_alimentar,Afternoon snack protein (g)
442,fat_dinner_g,Lipídeos jantar (g),0,0,1,0,1,0,intake,calc,d,"round(([kcallip_jantar_v2]/9),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',PZ,,,gramaslip_jantar_v2,Gramas lipideos jantar:,avaliao_da_ingesto_alimentar,Dinner fat (g)
443,protein_dinner_g,Proteínas jantar (g),0,0,1,0,1,0,intake,calc,d,"round(([kcalptn_jantar_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',QA,,,gramasptn_jantar_v2,Gramas proteinas jantar:,avaliao_da_ingesto_alimentar,Dinner protein (g)
444,carbs_dinner_g,Carboidratos jantar (g),0,0,1,0,1,0,intake,calc,d,"round(([kcalcho_jantar_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',QB,,,gramascho_jantar_v2,Gramas carboidratos jantar:,avaliao_da_ingesto_alimentar,Dinner carbohydrates (g)
445,carbs_night_snack_g,Carboidratos lanche noturno (g),0,0,1,0,1,0,intake,calc,d,"round(([kcalcho_lanchenoturno_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',QC,,,gramascho_lanchenoturno_v2,Gramas carboidratos lanche noturno:,avaliao_da_ingesto_alimentar,Night snack carbohydrates (g)
446,fat_night_snack_g,Lipídeos lanche noturno (g),0,0,1,0,1,0,intake,calc,d,"round(([kcallip_lanchenoturno_v2]/9),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',QD,,,gramaslip_lanchenoturno_v2,Gramas lipideos lanche noturno:,avaliao_da_ingesto_alimentar,Night snack fat (g)
447,protein_night_snack_g,Proteínas lanche noturno (g),0,0,1,0,1,0,intake,calc,d,"round(([kcalptn_lanchenoturno_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',QE,,,gramasptn_lanchenoturno_v2,Gramas proteinas lanche noturno:,avaliao_da_ingesto_alimentar,Night snack protein (g)
448,carbs_cal_morning,Carboidratos manhã (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QF,,,kcalcho_manha_v2,Carboidratos em calorias café da manhã,avaliao_da_ingesto_alimentar,Morning carbohydrates (kcal)
449,protein_cal_morning,Proteínas manhã (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QG,,,kcalptn_manha_v2,Proteinas em calorias café da manhã,avaliao_da_ingesto_alimentar,Morning protein (kcal)
450,fat_cal_morning,Lipídeos manhã (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QH,,,kcallip_manha_v2,Lipídeos em calorias café da manhã,avaliao_da_ingesto_alimentar,Morning fat (kcal)
451,total_cal_morning,Calorias totais manhã,0,0,1,0,1,0,intake,calc,d,"sum([kcalcho_manha_v2],[kcalptn_manha_v2],[kcallip_manha_v2])",,,,,,,,QI,,,kcaltotal_manha_v2,Calorias totais café da manhã,avaliao_da_ingesto_alimentar,Total morning calories
452,carbs_cal_morning_snack,Carboidratos lanche manhã (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QJ,,,kcalcho_lanchemanha_v2,Carboidratos em calorias lanche da manhã,avaliao_da_ingesto_alimentar,Morning snack carbohydrates (kcal)
453,fat_cal_morning_snack,Lipídeos lanche manhã (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QK,,,kcallip_lanchemanha_v2,Lipídeos em calorias lanche da manhã,avaliao_da_ingesto_alimentar,Morning snack fat (kcal)
454,protein_cal_morning_snack,Proteínas lanche manhã (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QL,,,kcalptn_lanchemanha_v2,Proteínas em calorias lanche da manhã,avaliao_da_ingesto_alimentar,Morning snack protein (kcal)
455,total_cal_morning_snack,Calorias totais lanche manhã,0,0,1,0,1,0,intake,calc,d,"sum([kcalcho_lanchemanha_v2],[kcalptn_lanchemanha_v2],[kcallip_lanchemanha_v2])",,,,,,,,QM,,,kcaltotal_lanchemanha_v2,Calorias totais lanche da manhã,avaliao_da_ingesto_alimentar,Total morning snack calories
456,total_cal_lunch,Calorias totais almoço,0,0,1,0,1,0,intake,calc,d,"sum([kcalcho_almoco_v2],[kcalptn_almoco_v2],[kcallip_almoco_v2])",,,,,,y,,QN,,,kcaltotal_almoco_v2,Calorias totais no almoço,avaliao_da_ingesto_alimentar,Total lunch calories
457,carbs_cal_lunch,Carboidratos almoço (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QO,,,kcalcho_almoco_v2,Carboidratos em calorias no almoço,avaliao_da_ingesto_alimentar,Lunch carbohydrates (kcal)
458,fat_cal_lunch,Lipídeos almoço (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QP,,,kcallip_almoco_v2,Lipídeos em calorias no almoço,avaliao_da_ingesto_alimentar,Lunch fat (kcal)
459,protein_cal_lunch,Proteínas almoço (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QQ,,,kcalptn_almoco_v2,Proteinas em calorias no almoço,avaliao_da_ingesto_alimentar,Lunch protein (kcal)
460,carbs_cal_afternoon_snack,Carboidratos lanche tarde (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QR,,,kcalcho_tarde_v2,Carboidratos em calorias no lanche da tarde,avaliao_da_ingesto_alimentar,Afternoon snack carbohydrates (kcal)
461,fat_cal_afternoon_snack,Lipídeos lanche tarde (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QS,,,kcallip_tarde_v2,Lipídeos em calorias no lanche da tarde,avaliao_da_ingesto_alimentar,Afternoon snack fat (kcal)
462,protein_cal_afternoon_snack,Proteínas lanche tarde (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QT,,,kcalptn_tarde_v2,Proteínas em calorias no lanche da tarde,avaliao_da_ingesto_alimentar,Afternoon snack protein (kcal)
463,total_cal_afternoon_snack,Calorias totais lanche tarde,0,0,1,0,1,0,intake,calc,d,"sum([kcalcho_tarde_v2],[kcalptn_tarde_v2],[kcallip_tarde_v2])",,,,,,,,QU,,,kcaltotal_tarde_v2,Calorias totais no lanche da tarde,avaliao_da_ingesto_alimentar,Total afternoon snack calories
464,carbs_cal_dinner,Carboidratos jantar (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QV,,,kcalcho_jantar_v2,Carboidratos em calorias no jantar,avaliao_da_ingesto_alimentar,Dinner carbohydrates (kcal)
465,protein_cal_dinner,Proteínas jantar (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QW,,,kcalptn_jantar_v2,Proteínas em calorias no jantar,avaliao_da_ingesto_alimentar,Dinner protein (kcal)
466,fat_cal_dinner,Lipídeos jantar (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QX,,,kcallip_jantar_v2,Lipídeos em calorias no jantar,avaliao_da_ingesto_alimentar,Dinner fat (kcal)
467,total_cal_dinner,Calorias totais jantar,0,0,1,0,1,0,intake,calc,d,"sum([kcalcho_jantar_v2],[kcalptn_jantar_v2],[kcallip_jantar_v2])",,,,,,,,QY,,,kcaltotal_jantar_v2,Calorias totais no jantar,avaliao_da_ingesto_alimentar,Total dinner calories
468,carbs_cal_night_snack,Carboidratos lanche noturno (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',QZ,,,kcalcho_lanchenoturno_v2,Carboidratos em calorias no lanche noturno,avaliao_da_ingesto_alimentar,Night snack carbohydrates (kcal)
469,protein_cal_night_snack,Proteínas lanche noturno (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',RA,,,kcalptn_lanchenoturno_v2,Proteínas em calorias no lanche noturno,avaliao_da_ingesto_alimentar,Night snack protein (kcal)
470,fat_cal_night_snack,Lipídeos lanche noturno (kcal),0,0,1,0,1,0,intake,text,d,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',RB,,,kcallip_lanchenoturno_v2,Lipídeos em calorias no lanche noturno,avaliao_da_ingesto_alimentar,Night snack fat (kcal)
471,total_cal_night_snack,Calorias totais lanche noturno,0,0,1,0,1,0,intake,calc,d,"sum([kcalcho_lanchenoturno_v2],[kcalptn_lanchenoturno_v2],[kcallip_lanchenoturno_v2])",,,,,,,,RC,,,kcaltotal_lanchenoturno_v2,Calorias totais no lanche noturno,avaliao_da_ingesto_alimentar,Total night snack calories
472,nutr_pdf_upload,Upload PDF,0,0,1,0,1,0,intake,file,c,,,,,,,y,,RD,,,nutriumpdf,Adicione o PDF,avaliao_da_ingesto_alimentar,PDF upload
473,diet_check,Comments on data checking,,0,0,0,0,0,intake,notes,c,,,,,,,,,RE,,,recordatorio_comentarios,Comentários sobre conferência,avaliao_da_ingesto_alimentar,
474,diet_values_complete,Formulário avaliao_da_ingesto_alimentar completo?,0,0,1,0,1,0,intake,radio,f,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,RF,"data$diet_values_complete.factor = factor(data$diet_values_complete,levels=c(""0"",""1"",""2"")) # diet_values_complete 90","levels(data$diet_values_complete.factor)=c(""Incomplete"",""Unverified"",""Complete"") # diet_values_complete 80",avaliao_da_ingesto_alimentar_complete,Complete?,avaliao_da_ingesto_alimentar,Form avaliao_da_ingesto_alimentar complete?
475,intervention_capsule_start_yn,Início uso cápsulas intervenção?,0,1,0,0,0,0,dates,radio,f,"0, Não | 1, Sim",,,,,,,,RG,"data$intervention_capsule_start_yn.factor = factor(data$intervention_capsule_start_yn,levels=c(""0"",""1"")) # intervention_capsule_start_yn 104","levels(data$intervention_capsule_start_yn.factor)=c(""Não"",""Sim"") # intervention_capsule_start_yn 64",c83129_yn,O participante já iniciou o uso das cápsulas da intervenção designadas?,datas_importantes,Start intervention capsules?
476,visit1_schedule_date,Data 1ª visita agendada,0,1,0,0,0,0,dates,text,D,,First visit's scheduled date,date_dmy,,,,," @HIDEBUTTON
@IF([visit1_schedule] = '', @DEFAULT='[eleg_arm_1][first_visit_2]','')",RH,,,visit1_schedule,Data agendada 1visit,datas_importantes,1st visit scheduled date
477,weekly_alert_remove_yn,Remover alerta semanal?,0,1,0,0,0,0,dates,radio,f,"0, Não | 1, Sim",,,,,,,,RI,"data$weekly_alert_remove_yn.factor = factor(data$weekly_alert_remove_yn,levels=c(""0"",""1"")) # weekly_alert_remove_yn 90","levels(data$weekly_alert_remove_yn.factor)=c(""Não"",""Sim"") # weekly_alert_remove_yn 57",wk_removealert,Remover alerta semanal?,datas_importantes,Remove weekly alert?
478,intervention_start_date,Data início intervenção,0,1,0,0,0,0,dates,text,D,,Date the participant effectively start taking the intervention capsules,date_dmy,[1visit_arm_1][md_date],,,,"Substance Usage Start Date (NCIT C83129)
@HIDEBUTTON",RJ,,,c83129,Data do início da intervenção,datas_importantes,Intervention start date
479,date_45d_complete,Data 45 dias completos,0,1,0,0,0,0,dates,text,D,,Date corresponding to 45 days after the participant started taking the intervention capsules,date_dmy,,,,," @CALCDATE([c83129], 45, 'd')
@HIDDEN",RK,,,date_45d,Data que completa 45 dias,datas_importantes,45 days complete date
480,visit2_schedule_date,Data 2ª visita agendada,0,1,0,0,0,0,dates,text,D,,Second visit's scheduled date,date_dmy,,,,, @HIDEBUTTON,RL,,,visit2_schedule,Data agendada 2ªV,datas_importantes,2nd visit scheduled date
481,date_90d_complete,Data 90 dias completos,0,1,0,0,0,0,dates,text,D,,"Date corresponding to 90 days after the participant started taking the intervention capsules, which means that this represents the date that the intervention capsules should come to and end (conclusion of intervention)",date_dmy,,,,," @CALCDATE([c83129], 90, 'd')
@HIDDEN",RM,,,date_90d,Data que completa 90 dias,datas_importantes,90 days complete date
482,visit3_schedule_date,Data 3ª visita agendada,0,1,0,0,0,0,dates,text,D,,Third visit's scheduled date,date_dmy,,,,, @HIDEBUTTON,RN,,,visit3_schedule,Data agendada 3ªV,datas_importantes,3rd visit scheduled date
483,important_dates_link_hidden,Datas importantes (oculto),0,1,0,0,0,0,dates,notes,c,,,,,,,," @RICHTEXT
@SETVALUE='[form-link:datas_importantes]'
@HIDDEN",RO,,,link_datasimportantes,@HIDDEN field containing link to form: datas importantes,datas_importantes,Important dates (hidden)
484,dates_complete,Formulário datas_importantes completo?,0,1,0,0,0,0,dates,radio,f,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,RP,"data$dates_complete.factor = factor(data$dates_complete,levels=c(""0"",""1"",""2"")) # dates_complete 78","levels(data$dates_complete.factor)=c(""Incomplete"",""Unverified"",""Complete"") # dates_complete 74",datas_importantes_complete,Complete?,datas_importantes,Form datas_importantes complete?
485,participant_id,Identificador participante,0,1,0,0,0,0,allocation,text,c,,,,,,,,,RQ,,,c83083,Identificador do participante,nmero_do_participante,Participant ID
486,allocation_group,Grupo randomizado,1,1,0,0,0,0,allocation,radio,f,"1, Grupo A | 2, Grupo B",,,,,,y,,RR,"data$allocation_group.factor = factor(data$allocation_group,levels=c(""1"",""2"")) # allocation_group 78","levels(data$allocation_group.factor)=c(""Grupo A"",""Grupo B"") # allocation_group 59",c142660,Random Allocation Group,nmero_do_participante,Randomized group
487,allocation_complete,Formulário nmero_do_participante completo?,0,1,0,0,0,0,allocation,radio,f,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,RS,"data$allocation_complete.factor = factor(data$allocation_complete,levels=c(""0"",""1"",""2"")) # allocation_complete 88","levels(data$allocation_complete.factor)=c(""Incomplete"",""Unverified"",""Complete"") # allocation_complete 79",nmero_do_participante_complete,Complete?,nmero_do_participante,Form nmero_do_participante complete?
488,comorbidity_yn,Comorbidades?,1,1,0,0,0,1,conditions,radio,f,"0, Não | 1, Sim",,,,,[current-instance] = '1',,Comorbidity (Code C16457) yes or no,RT,"data$comorbidity_yn.factor = factor(data$comorbidity_yn,levels=c(""0"",""1"")) # comorbidity_yn 74","levels(data$comorbidity_yn.factor)=c(""Não"",""Sim"") # comorbidity_yn 49",comorbidity,O participante [eleg_arm_1][record_id] relata ter alguma comorbidade?,comorbidades,Comorbidities?
489,comorbidity_additional,Dado relevante adicional?,0,1,0,0,0,1,conditions,radio,f,"0, Não | 1, Sim",,,,,[current-instance] <> '1',,Comorbidity (Code C16457) yes or no,RU,"data$comorbidity_additional.factor = factor(data$comorbidity_additional,levels=c(""0"",""1"")) # comorbidity_additional 90","levels(data$comorbidity_additional.factor)=c(""Não"",""Sim"") # comorbidity_additional 57",comorbidity_2,Mais algum dado relevante?,comorbidades,Additional relevant data?
490,common_comorbidities,Comorbidades comuns,0,1,0,0,0,1,conditions,sql,c,"SELECT record, CONCAT(record, ' - ',VALUE) value1
FROM redcap_data d1
WHERE d1.`project_id` = 2205
	AND d1.`field_name` = 'descriptive'
	AND d1.`record` IN (SELECT record
				FROM redcap_data d2
				WHERE d2.`project_id` = 2205
					AND field_name = 'type'
					AND VALUE = '2')
ORDER BY VALUE",,autocomplete,,,,,,RV,"data$common_comorbidities.factor = factor(data$common_comorbidities,levels=c(""C3390"",""C6996"",""C2869"",""C26696"",""C35145"",""C2884"",""C3318"",""C28397"",""C26722"",""C52593"",""C9305"",""C2920"",""C34449"",""C26713"",""C122822"",""C97162"",""C4786"",""C2982"",""C26747"",""C2987"",""C63709"",""C4922"",""C26732"",""C2866"",""C2965"",""C3071"",""C26845"",""C26781"",""C113609"",""C84444"",""C3138"",""C3889"",""C164315"",""C3199"",""C80078"",""C2931"",""C41830"",""C3001"",""C26862"",""C89715"",""C3020"",""C2891"",""C3243"",""C9224"",""C3362"",""C79821"",""C50466"",""C87497"",""C26780"",""C26782"",""C26785"",""C34650"",""C98945"",""C39293"",""C26792"",""C37967"",""C3117"",""C197871"",""C3123"",""C37971"",""C3961"",""C84774"",""C26800"",""C3014"",""C50791"",""C35650"",""C35158"",""C28286"",""C3080"",""C127822"",""C3201"",""C26975"",""C3434"",""C3161"",""C3207"",""C34797"",""C26828"",""C2983"",""C4345"",""C3293"",""C50910"",""C3298"",""C128386"",""C3306"",""C84637"",""C35326"",""C123216"",""C3336"",""C26930"",""C3346"",""C114476"",""C113101"",""C2952"",""C79532"",""C27168"",""C26883"",""C26900"",""C61283"",""C82343"",""C114667"",""C35151"",""C97141"",""C34423"",""C97160"",""C88412"",""C88411"",""C3407"",""C3423"",""C3108"")) # common_comorbidities 1025","levels(data$common_comorbidities.factor)=c(""C3390 - Acidente vascular cerebral"",""C6996 - Adenomiose"",""C2869 - Anemia"",""C26696 - Ansiedade"",""C35145 - Apendicite"",""C2884 - Artrite reumatoide"",""C3318 - Úlcera péptica"",""C28397 - Asma"",""C26722 - Bronquite crônica"",""C52593 - Cárie dentária"",""C9305 - Câncer"",""C2920 - Câncer de pele"",""C34449 - Cardiomiopatia hipertrófica"",""C26713 - Catarata"",""C122822 - Colelitíase"",""C97162 - Compulsão alimentar"",""C4786 - Demência"",""C2982 - Depressão"",""C26747 - Diabetes mellitus tipo 2"",""C2987 - Diarreia"",""C63709 - Disfunção temporomandibular"",""C4922 - Diverticulose"",""C26732 - Doença arterial coronariana"",""C2866 - Doença de Alzheimer"",""C2965 - Doença de Crohn"",""C3071 - Doença de Graves"",""C26845 - Doença de Parkinson"",""C26781 - Doença do refluxo gastroesofágico"",""C113609 - Doença hepática crônica"",""C84444 - Doença hepática gordurosa não alcoólica, Esteatose"",""C3138 - Doença inflamatória intestinal"",""C3889 - Doença inflamatória pélvica"",""C164315 - Doença pulmonar intersticial"",""C3199 - Doença pulmonar obstrutiva crônica"",""C80078 - Doença renal crônica"",""C2931 - Doenças cardiovascular"",""C41830 - Dor nas costas"",""C3001 - Eczema"",""C26862 - Endometriose"",""C89715 - Enxaqueca"",""C3020 - Epilepsia"",""C2891 - Esôfago de Barrett"",""C3243 - Esclerose múltipla"",""C9224 - Esofagite"",""C3362 - Esquizofrenia"",""C79821 - Estenose uretral"",""C50466 - Fibrilação atrial"",""C87497 - Fibromialgia"",""C26780 - Gastrite crônica"",""C26782 - Glaucoma"",""C26785 - Goiter (Bócio)"",""C34650 - Gota"",""C98945 - Hérnia de Hiato"",""C39293 - Helicobacter Pylori Infection (Infecção por H. pylori)"",""C26792 - Hepatite"",""C37967 - Hipercolesterolemia (LDL ≥ 130 ou não-HDL ≥ 160 ou CT ≥ 190 mg/dl)"",""C3117 - Hipertensão"",""C197871 - Hipertensão pulmonar tromboembólica crônica"",""C3123 - Hipertiroidismo"",""C37971 - Hipertrigliceridemia (TAG ≥ 150 mg/dl)"",""C3961 - Hiperuricemia"",""C84774 - Hipoalfalipoproteinemia (HDL H < 40 mg/dl / M < 50 mg/dl)"",""C26800 - Hipotireoidismo"",""C3014 - Incontinência urinária"",""C50791 - Infecções do trato urinário"",""C35650 - Infecções respiratórias alta"",""C35158 - Infecções respiratórias baixa"",""C28286 - Insônia"",""C3080 - Insuficiência cardíaca congestiva"",""C127822 - Insuficiência venosa crônica"",""C3201 - Lúpus eritematoso sistêmico"",""C26975 - Laringite crônica"",""C3434 - Leiomioma uterino"",""C3161 - Leucemia"",""C3207 - Linfedema crônico"",""C34797 - Malária"",""C26828 - Meningite"",""C2983 - Nefrolitíase"",""C4345 - Neoplasias mieloproliferativas"",""C3293 - Osteoartrite"",""C50910 - Osteopenia"",""C3298 - Osteoporose"",""C128386 - Otite média supurativa crônica"",""C3306 - Pancreatite"",""C84637 - Pancreatite crônica"",""C35326 - Periodontite crônica"",""C123216 - Pielonefrite crônica"",""C3336 - Policitemia vera"",""C26930 - Prostatite crônica"",""C3346 - Psoríase"",""C114476 - Reação alérgica"",""C113101 - Resistência à insulina (pré-diabetes)"",""C2952 - Retocolite ulcerativa"",""C79532 - Rinite alérgica"",""C27168 - Síndrome da apneia obstrutiva do sono"",""C26883 - Síndrome de Sjögren"",""C26900 - Síndrome de Turner"",""C61283 - Síndrome do Anticorpo Anti-Fosfolípide (SAAF)"",""C82343 - Síndrome do intestino irritável"",""C114667 - Síndrome dos ovários policísticos"",""C35151 - Sinusite crônica"",""C97141 - Tendinopatia"",""C34423 - Transtorno bipolar"",""C97160 - Transtorno do déficit de atenção e hiperatividade"",""C88412 - Transtorno do espectro autista"",""C88411 - Transtorno Obsessivo Compulsivo (TOC)"",""C3407 - Trombocitemia essencial"",""C3423 - Tuberculose"",""C3108 - VIH/SIDA"") # common_comorbidities 3480",c16457,Comorbidades mais comuns,comorbidades,Common comorbidities
491,comorbidities_diagnosis_duration,Duração do diagnóstico,0,1,0,0,0,1,conditions,text,d,,,number,,,,, @PLACEHOLDER = 'Número inteiro',RW,,,com_howlong,Há quanto tempo foi feito o diagnóstico,comorbidades,Diagnosis duration
492,comorbidities_diagnosis_duration_unit,Unidade de tempo diagnóstico,0,1,0,0,0,1,conditions,dropdown,f,"1, Ano(s) | 2, Dia(s) | 3, Mês(es) | 4, Semana(s)",,autocomplete,,,,, @PLACEHOLDER='Un. de tempo',RX,"data$comorbidities_diagnosis_duration_unit.factor = factor(data$comorbidities_diagnosis_duration_unit,levels=c(""1"",""2"",""3"",""4"")) # comorbidities_diagnosis_duration_unit 128","levels(data$comorbidities_diagnosis_duration_unit.factor)=c(""Ano(s)"",""Dia(s)"",""Mês(es)"",""Semana(s)"") # comorbidities_diagnosis_duration_unit 100",com_howlong2,Unit of Time (Code C42574) 1 Year C29848 2 Day C25301 3 Month C29846 4 Week C29844,comorbidades,Diagnosis time unit
