variable_order,variable_original,variable_recoded,label_original,label_pt,label_en,form_name_pt,form_name_en,field_type,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Branching Logic (Show field only if...),Required Field?,Field Annotation,eleg_arm_1,1visit_arm_1,2visit_arm_1,3visit_arm_1,Variable column (Original),Included,Factor,Level_pt
396,alimento_2,food_2,Alimento:,Alimento 2,Food 2,recordatrio_alimentar,diet_recall,notes,,NCIT: Food - Code C62695,,,,,,,,1,,1,OF,0,,
397,alimento_3,food_3,Alimento:,Alimento 3,Food 3,recordatrio_alimentar,diet_recall,notes,,NCIT: Food - Code C62695,,,,,,,,1,,1,OG,0,,
398,alimento_4,food_4,Alimento:,Alimento 4,Food 4,recordatrio_alimentar,diet_recall,notes,,NCIT: Food - Code C62695,,,,,,,,1,,1,OH,0,,
399,alimento_5,food_5,Alimento:,Alimento 5,Food 5,recordatrio_alimentar,diet_recall,notes,,NCIT: Food - Code C62695,,,,,,,,1,,1,OI,0,,
400,alimento_6,food_6,Alimento:,Alimento 6,Food 6,recordatrio_alimentar,diet_recall,notes,,NCIT: Food - Code C62695,,,,,,,,1,,1,OJ,0,,
401,obs,observations_1,Observações:,Observações 1,Observations 1,recordatrio_alimentar,diet_recall,notes,,,,,,,,"NCIT: Comment , Code C25393",,1,,1,OK,0,,
402,obs_2,observations_2,Observações:,Observações 2,Observations 2,recordatrio_alimentar,diet_recall,notes,,,,,,,,"NCIT: Comment , Code C25393",,1,,1,OL,0,,
403,obs_4,observations_4,Observações:,Observações 4,Observations 4,recordatrio_alimentar,diet_recall,notes,,,,,,,,"NCIT: Comment , Code C25393",,1,,1,OM,0,,
404,obs_3,observations_3,Observações:,Observações 3,Observations 3,recordatrio_alimentar,diet_recall,notes,,,,,,,,"NCIT: Comment , Code C25393",,1,,1,ON,0,,
405,obs_5,observations_5,Observações:,Observações 5,Observations 5,recordatrio_alimentar,diet_recall,notes,,,,,,,,"NCIT: Comment , Code C25393",,1,,1,OO,0,,
406,obs_6,observations_6,Observações:,Observações 6,Observations 6,recordatrio_alimentar,diet_recall,notes,,,,,,,,"NCIT: Comment , Code C25393",,1,,1,OP,0,,
407,pdf_upload,pdf_upload_recordatorio,PDF upload,Upload PDF,PDF Upload,recordatrio_alimentar,diet_recall,file,,,,,,,y,,,1,,1,OQ,0,,
408,recordatrio_alimentar_complete,diet_recall_complete,Complete?,Formulário recordatrio_alimentar completo?,Form recordatrio_alimentar complete?,recordatrio_alimentar,diet_recall,radio,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,,1,,1,OR,1,"data$diet_recall_complete.factor = factor(data$diet_recall_complete,levels=c(""0"",""1"",""2"")) # diet_recall_complete 90","levels(data$diet_recall_complete.factor)=c(""Incomplete"",""Unverified"",""Complete"") # diet_recall_complete 80"
409,whatmeals___1,meal_breakfast_yn,Marque as refeições que o participante faz (choice=Café da manhã),Refeição (Café da manhã),Meal (Breakfast),recordatrio_alimentar,diet_recall,radio,"0, Não | 1, Sim",,,,,,,,,1,,1,OS,0,"data$meal_breakfast_yn.factor = factor(data$meal_breakfast_yn,levels=c(""0"",""1"")) # meal_breakfast_yn 80","levels(data$meal_breakfast_yn.factor)=c(""Unchecked"",""Checked"") # meal_breakfast_yn 62"
410,whatmeals___2,meal_morning_snack_yn,Marque as refeições que o participante faz (choice=Lanche da manhã),Refeição (Lanche da manhã),Meal (Morning snack),recordatrio_alimentar,diet_recall,radio,"0, Não | 1, Sim",,,,,,,,,1,,1,OT,0,"data$meal_morning_snack_yn.factor = factor(data$meal_morning_snack_yn,levels=c(""0"",""1"")) # meal_morning_snack_yn 88","levels(data$meal_morning_snack_yn.factor)=c(""Unchecked"",""Checked"") # meal_morning_snack_yn 66"
411,whatmeals___3,meal_lunch_yn,Marque as refeições que o participante faz (choice=Almoço),Refeição (Almoço),Meal (Lunch),recordatrio_alimentar,diet_recall,radio,"0, Não | 1, Sim",,,,,,,,,1,,1,OU,0,"data$meal_lunch_yn.factor = factor(data$meal_lunch_yn,levels=c(""0"",""1"")) # meal_lunch_yn 72","levels(data$meal_lunch_yn.factor)=c(""Unchecked"",""Checked"") # meal_lunch_yn 58"
412,whatmeals___4,meal_afternoon_snack_yn,Marque as refeições que o participante faz (choice=Lanche da tarde),Refeição (Lanche da tarde),Meal (Afternoon snack),recordatrio_alimentar,diet_recall,radio,"0, Não | 1, Sim",,,,,,,,,1,,1,OV,0,"data$meal_afternoon_snack_yn.factor = factor(data$meal_afternoon_snack_yn,levels=c(""0"",""1"")) # meal_afternoon_snack_yn 92","levels(data$meal_afternoon_snack_yn.factor)=c(""Unchecked"",""Checked"") # meal_afternoon_snack_yn 68"
413,whatmeals___5,meal_dinner_yn,Marque as refeições que o participante faz (choice=Jantar),Refeição (Jantar),Meal (Dinner),recordatrio_alimentar,diet_recall,radio,"0, Não | 1, Sim",,,,,,,,,1,,1,OW,0,"data$meal_dinner_yn.factor = factor(data$meal_dinner_yn,levels=c(""0"",""1"")) # meal_dinner_yn 74","levels(data$meal_dinner_yn.factor)=c(""Unchecked"",""Checked"") # meal_dinner_yn 59"
414,whatmeals___6,meal_supper_yn,Marque as refeições que o participante faz (choice=Ceia),Refeição (Ceia),Meal (Supper),recordatrio_alimentar,diet_recall,radio,"0, Não | 1, Sim",,,,,,,,,1,,1,OX,0,"data$meal_supper_yn.factor = factor(data$meal_supper_yn,levels=c(""0"",""1"")) # meal_supper_yn 74","levels(data$meal_supper_yn.factor)=c(""Unchecked"",""Checked"") # meal_supper_yn 59"
415,whatmeals___ni,meal_no_info,Marque as refeições que o participante faz (choice=No information),Refeições (sem info),Meals (No information),recordatrio_alimentar,diet_recall,radio,"0, Não | 1, Sim",,,,,,,,,1,,1,OY,0,"data$meal_no_info.factor = factor(data$meal_no_info,levels=c(""0"",""1"")) # meal_no_info 70","levels(data$meal_no_info.factor)=c(""Unchecked"",""Checked"") # meal_no_info 57"
416,whatmeals___unk,meal_unknown,Marque as refeições que o participante faz (choice=Unknown),Refeições (desconhecido),Meals (Unknown),recordatrio_alimentar,diet_recall,radio,"0, Não | 1, Sim",,,,,,,,,1,,1,OZ,0,"data$meal_unknown.factor = factor(data$meal_unknown,levels=c(""0"",""1"")) # meal_unknown 70","levels(data$meal_unknown.factor)=c(""Unchecked"",""Checked"") # meal_unknown 57"
417,whatmeals___nask,meal_not_asked,Marque as refeições que o participante faz (choice=Not asked),Refeições (não perguntado),Meals (Not asked),recordatrio_alimentar,diet_recall,radio,"0, Não | 1, Sim",,,,,,,,,1,,1,PA,0,"data$meal_not_asked.factor = factor(data$meal_not_asked,levels=c(""0"",""1"")) # meal_not_asked 74","levels(data$meal_not_asked.factor)=c(""Unchecked"",""Checked"") # meal_not_asked 59"
418,whatmeals___asku,meal_asked_unknown,Marque as refeições que o participante faz (choice=Asked but unknown),Refeição (Asked but unknown),Meal (Asked but unknown),recordatrio_alimentar,diet_recall,radio,"0, Não | 1, Sim",,,,,,,,,1,,1,PB,0,"data$meal_asked_unknown.factor = factor(data$meal_asked_unknown,levels=c(""0"",""1"")) # meal_asked_unknown 82","levels(data$meal_asked_unknown.factor)=c(""Unchecked"",""Checked"") # meal_asked_unknown 63"
419,whatmeals___inv,meal_invalid,Marque as refeições que o participante faz (choice=Invalid),Refeição (Invalid),Meal (Invalid),recordatrio_alimentar,diet_recall,radio,"0, Não | 1, Sim",,,,,,,,,1,,1,PC,0,"data$meal_invalid.factor = factor(data$meal_invalid,levels=c(""0"",""1"")) # meal_invalid 70","levels(data$meal_invalid.factor)=c(""Unchecked"",""Checked"") # meal_invalid 57"
420,whatmeals___na,meal_na,Marque as refeições que o participante faz (choice=Not applicable),Refeições (não aplicável),Meals (Not applicable),recordatrio_alimentar,diet_recall,radio,"0, Não | 1, Sim",,,,,,,,,1,,1,PD,0,"data$meal_na.factor = factor(data$meal_na,levels=c(""0"",""1"")) # meal_na 60","levels(data$meal_na.factor)=c(""Unchecked"",""Checked"") # meal_na 52"
421,totalkcal,total_energy,INGESTÃO CALÓRICA TOTAL (kcal):,Ingestão calórica (kcal),Total caloric intake (kcal),avaliao_da_ingesto_alimentar,diet_values,calc,"sum([kcaltotal_manha_v2],[kcaltotal_lanchemanha_v2],[kcaltotal_almoco_v2],[kcaltotal_tarde_v2],[kcaltotal_jantar_v2],[kcaltotal_lanchenoturno_v2])",,,,,,,,,1,,1,PE,1,,
422,carboidratos_v2,carbs_grams,Carboidratos em gramas:,Carboidratos (g),Carbohydrates (g),avaliao_da_ingesto_alimentar,diet_values,text,,"NCIT: Nutrition, Carbohydrates, Code C15223",number_2dp,,,,y, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PF,0,,
423,kcal_cho_v2,carbs_kcal,Kcal de CHO:,Kcal de carboidratos,Carbohydrates (kcal),avaliao_da_ingesto_alimentar,diet_values,calc,[carboidratos_v2]*4,,,,,,y, @PLACEHOLDER = 'ponto para separação',,1,,1,PG,1,,
424,kcal_ptn_v2,protein_kcal,Kcal de proteína:,Kcal de proteína,Protein (kcal),avaliao_da_ingesto_alimentar,diet_values,calc,[proteina_v2]*4,,,,,,y, @PLACEHOLDER = 'ponto para separação',,1,,1,PH,1,,
425,kcal_lip_v2,fat_kcal,Kcal de lipídeo:,Kcal de lipídeo,Fat (kcal),avaliao_da_ingesto_alimentar,diet_values,calc,[lipideos_v2]*9,,,,,,y, @PLACEHOLDER = 'ponto para separação',,1,,1,PI,1,,
426,proteina_v2,protein_grams,Proteínas em gramas:  ,Proteínas (g),Protein (g),avaliao_da_ingesto_alimentar,diet_values,text,,"NCIT: Nutrition, Protein/Amino Acids, Code C15920",number_2dp,,,,y, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PJ,0,,
427,lipideos_v2,fat_grams,Lipídeos em gramas:    ,Lipídeos (g),Fat (g),avaliao_da_ingesto_alimentar,diet_values,text,,"NCIT: Nutrition, Fats, Code C5224",number_2dp,,,,y, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PK,0,,
428,gramascho_manha_v2,carbs_morning_g,Gramas Carboidrato manhã,Carboidratos manhã (g),Morning carbohydrates (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcalcho_manha_v2]/4),2)",,,,,,,,,1,,1,PL,0,,
429,gramasptn_manha_v2,protein_morning_g,Gramas proteina manha:,Proteínas manhã (g),Morning protein (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcalptn_manha_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PM,0,,
430,gramaslip_manha_v2,fat_morning_g,Gramas lipideos manha:,Lipídeos manhã (g),Morning fat (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcallip_manha_v2]/9),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PN,0,,
431,gramaslip_lanchemanha_v2,fat_morning_snack_g,Gramas lipideos lanche da manha:,Lipídeos lanche manhã (g),Morning snack fat (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcallip_lanchemanha_v2]/9),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PO,0,,
432,gramascho_lanchemanha_v2,carbs_morning_snack_g,Gramas carboidratos lanche da manha:,Carboidratos lanche manhã (g),Morning snack carbohydrates (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcalcho_lanchemanha_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PP,0,,
433,gramasptn_lanchemanha_v2,protein_morning_snack_g,Gramas proteinas lanche da manha:,Proteínas lanche manhã (g),Morning snack protein (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcalptn_lanchemanha_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PQ,0,,
434,gramascho_almoco_v2,carbs_lunch_g,Gramas carboidratos almoço,Carboidratos almoço (g),Lunch carbohydrates (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcalcho_almoco_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PR,0,,
435,gramaslip_almoco_v2,fat_lunch_g,Gramas lipideos almoço,Lipídeos almoço (g),Lunch fat (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcallip_almoco_v2]/9),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PS,0,,
436,gramasptn_almoco_v2,protein_lunch_g,Gramas proteinas almoço,Proteínas almoço (g),Lunch protein (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcalptn_almoco_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PT,0,,
437,gramascho_tarde_v2,carbs_afternoon_snack_g,Gramas carboidratos lanche da tarde:,Carboidratos lanche tarde (g),Afternoon snack carbohydrates (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcalcho_tarde_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PU,0,,
438,gramaslip_tarde_v2,fat_afternoon_snack_g,Gramas lipideos lanche da tarde:,Lipídeos lanche tarde (g),Afternoon snack fat (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcallip_tarde_v2]/9),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PV,0,,
439,gramasptn_tarde_v2,protein_afternoon_snack_g,Gramas proteinas lanche da tarde:,Proteínas lanche tarde (g),Afternoon snack protein (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcalptn_tarde_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PW,0,,
440,gramaslip_jantar_v2,fat_dinner_g,Gramas lipideos jantar:,Lipídeos jantar (g),Dinner fat (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcallip_jantar_v2]/9),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PX,0,,
441,gramasptn_jantar_v2,protein_dinner_g,Gramas proteinas jantar:,Proteínas jantar (g),Dinner protein (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcalptn_jantar_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PY,0,,
442,gramascho_jantar_v2,carbs_dinner_g,Gramas carboidratos jantar:,Carboidratos jantar (g),Dinner carbohydrates (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcalcho_jantar_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,PZ,0,,
443,gramascho_lanchenoturno_v2,carbs_night_snack_g,Gramas carboidratos lanche noturno:,Carboidratos lanche noturno (g),Night snack carbohydrates (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcalcho_lanchenoturno_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,QA,0,,
444,gramaslip_lanchenoturno_v2,fat_night_snack_g,Gramas lipideos lanche noturno:,Lipídeos lanche noturno (g),Night snack fat (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcallip_lanchenoturno_v2]/9),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,QB,0,,
445,gramasptn_lanchenoturno_v2,protein_night_snack_g,Gramas proteinas lanche noturno:,Proteínas lanche noturno (g),Night snack protein (g),avaliao_da_ingesto_alimentar,diet_values,calc,"round(([kcalptn_lanchenoturno_v2]/4),2)",,,,,,, @PLACEHOLDER = 'ponto + 2 casas decimais',,1,,1,QC,0,,
446,kcalcho_manha_v2,carbs_cal_morning,Carboidratos em calorias café da manhã,Carboidratos manhã (kcal),Morning carbohydrates (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QD,0,,
447,kcalptn_manha_v2,protein_cal_morning,Proteinas em calorias café da manhã,Proteínas manhã (kcal),Morning protein (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QE,0,,
448,kcallip_manha_v2,fat_cal_morning,Lipídeos em calorias café da manhã,Lipídeos manhã (kcal),Morning fat (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QF,0,,
449,kcaltotal_manha_v2,total_cal_morning,Calorias totais café da manhã,Calorias totais manhã,Total morning calories,avaliao_da_ingesto_alimentar,diet_values,calc,"sum([kcalcho_manha_v2],[kcalptn_manha_v2],[kcallip_manha_v2])",,,,,,,,,1,,1,QG,0,,
450,kcalcho_lanchemanha_v2,carbs_cal_morning_snack,Carboidratos em calorias lanche da manhã,Carboidratos lanche manhã (kcal),Morning snack carbohydrates (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QH,0,,
451,kcallip_lanchemanha_v2,fat_cal_morning_snack,Lipídeos em calorias lanche da manhã,Lipídeos lanche manhã (kcal),Morning snack fat (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QI,0,,
452,kcalptn_lanchemanha_v2,protein_cal_morning_snack,Proteínas em calorias lanche da manhã,Proteínas lanche manhã (kcal),Morning snack protein (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QJ,0,,
453,kcaltotal_lanchemanha_v2,total_cal_morning_snack,Calorias totais lanche da manhã,Calorias totais lanche manhã,Total morning snack calories,avaliao_da_ingesto_alimentar,diet_values,calc,"sum([kcalcho_lanchemanha_v2],[kcalptn_lanchemanha_v2],[kcallip_lanchemanha_v2])",,,,,,,,,1,,1,QK,0,,
454,kcaltotal_almoco_v2,total_cal_lunch,Calorias totais no almoço,Calorias totais almoço,Total lunch calories,avaliao_da_ingesto_alimentar,diet_values,calc,"sum([kcalcho_almoco_v2],[kcalptn_almoco_v2],[kcallip_almoco_v2])",,,,,,y,,,1,,1,QL,0,,
455,kcalcho_almoco_v2,carbs_cal_lunch,Carboidratos em calorias no almoço,Carboidratos almoço (kcal),Lunch carbohydrates (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QM,0,,
456,kcallip_almoco_v2,fat_cal_lunch,Lipídeos em calorias no almoço,Lipídeos almoço (kcal),Lunch fat (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QN,0,,
457,kcalptn_almoco_v2,protein_cal_lunch,Proteinas em calorias no almoço,Proteínas almoço (kcal),Lunch protein (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QO,0,,
458,kcalcho_tarde_v2,carbs_cal_afternoon_snack,Carboidratos em calorias no lanche da tarde,Carboidratos lanche tarde (kcal),Afternoon snack carbohydrates (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QP,0,,
459,kcallip_tarde_v2,fat_cal_afternoon_snack,Lipídeos em calorias no lanche da tarde,Lipídeos lanche tarde (kcal),Afternoon snack fat (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QQ,0,,
460,kcalptn_tarde_v2,protein_cal_afternoon_snack,Proteínas em calorias no lanche da tarde,Proteínas lanche tarde (kcal),Afternoon snack protein (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QR,0,,
461,kcaltotal_tarde_v2,total_cal_afternoon_snack,Calorias totais no lanche da tarde,Calorias totais lanche tarde,Total afternoon snack calories,avaliao_da_ingesto_alimentar,diet_values,calc,"sum([kcalcho_tarde_v2],[kcalptn_tarde_v2],[kcallip_tarde_v2])",,,,,,,,,1,,1,QS,0,,
462,kcalcho_jantar_v2,carbs_cal_dinner,Carboidratos em calorias no jantar,Carboidratos jantar (kcal),Dinner carbohydrates (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QT,0,,
463,kcalptn_jantar_v2,protein_cal_dinner,Proteínas em calorias no jantar,Proteínas jantar (kcal),Dinner protein (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QU,0,,
464,kcallip_jantar_v2,fat_cal_dinner,Lipídeos em calorias no jantar,Lipídeos jantar (kcal),Dinner fat (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QV,0,,
465,kcaltotal_jantar_v2,total_cal_dinner,Calorias totais no jantar,Calorias totais jantar,Total dinner calories,avaliao_da_ingesto_alimentar,diet_values,calc,"sum([kcalcho_jantar_v2],[kcalptn_jantar_v2],[kcallip_jantar_v2])",,,,,,,,,1,,1,QW,0,,
466,kcalcho_lanchenoturno_v2,carbs_cal_night_snack,Carboidratos em calorias no lanche noturno,Carboidratos lanche noturno (kcal),Night snack carbohydrates (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QX,0,,
467,kcalptn_lanchenoturno_v2,protein_cal_night_snack,Proteínas em calorias no lanche noturno,Proteínas lanche noturno (kcal),Night snack protein (kcal),avaliao_da_ingesto_alimentar,diet_values,text,,,number_2dp,,,,, @PLACEHOLDER = 'ponto para separação',,1,,1,QY,0,,
